network, alt, lat, lon, threshold, station
grid_LMA, 1000.,    33.96,  -101.53,   -88.1,  A 
grid_LMA, 1000.,    33.96,  -102.05,   -80.8,  B
grid_LMA, 1000.,    33.96,  -101.79,   -72.2,  C
grid_LMA, 1000.,    33.75,  -101.53,   -84.2,  D
grid_LMA, 1000.,    33.75,  -102.05,   -72.9,  E 
grid_LMA, 1000.,    33.75,  -101.79,   -73.9,  F
grid_LMA, 1000.,    33.54,  -101.53,   -72.4,  G
grid_LMA, 1000.,    33.54,  -102.05,   -77.5,  H
grid_LMA, 1000.,    33.54,  -101.79,   -73.3,  I
